UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"Niagara Mohawk Power Corporation","NGRID in Zone F","City Power & Gas, LLC","353109","ELECTRIC","Fixed","Yes",".1148 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:15:14 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","City Power & Gas, LLC","353110","ELECTRIC","Fixed","Yes",".1203 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:15:23 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","City Power & Gas, LLC","353111","ELECTRIC","Fixed","Yes",".1125 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:15:38 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Clean Choice Energy, Inc.","352060","ELECTRIC","Fixed","Yes",".145 kWh","Yes","24 Month(s)","No","null","03/01/2022 11:52:26 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Energy Cooperative of New York","352010","ELECTRIC","Variable","Yes",".113208 kWh","Yes","0 Month(s)","No","null","03/01/2022 10:31:01 AM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Energy Cooperative of New York","352041","ELECTRIC","Variable","Yes",".097014 kWh","No","1 Month(s)","No","null","03/01/2022 11:01:49 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Great American Gas & Electric, LLC","352379","ELECTRIC","Fixed","Yes",".11669 kWh","Yes","12 Month(s)","Yes","100","03/03/2022 10:56:09 AM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Marathon Energy","352849","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 01:12:46 PM","null","$0.1119 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Marathon Energy","352850","ELECTRIC","Fixed","Yes",".1389 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 01:13:55 PM","null","$0.1389 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Marathon Energy","352851","ELECTRIC","Fixed","Yes",".1319 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 01:15:42 PM","null","$0.1319 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","National Grid","351941","ELECTRIC","Variable","Yes",".09678 kWh","No","0 ","No","null","02/28/2022 07:15:41 AM","null","Commodity rate changes on a monthly basis. Rate includes CES, MFC, and ESRM, and excludes GRT. Effective February 28, 2022.
","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","New York Gas & Electric","351999","ELECTRIC","Variable","Yes",".0929 kWh","No","0 Month(s)","No","null","03/01/2022 01:54:36 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Noco Electric, LLC.","352901","ELECTRIC","Variable","Yes",".111812 kWh","No","1 Month(s)","No","null","03/14/2022 04:06:16 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Nordic Energy Services, LLC","351956","ELECTRIC","Variable","Yes",".09599 kWh","Yes","1 Month(s)","No","null","02/28/2022 08:43:21 AM","null","Promotional price of 0.09599 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Smart Energy Holdings, LLC","352158","ELECTRIC","Fixed","Yes",".147 kWh","Yes","36 Month(s)","No","null","03/01/2022 02:44:06 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone F","Source Power Company","352959","ELECTRIC","Variable","Yes",".0958 kWh","No","1 Month(s)","No","null","03/15/2022 10:13:40 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone G","Nordic Energy Services, LLC","351952","ELECTRIC","Variable","Yes",".04599 kWh","Yes","1 Month(s)","No","null","02/28/2022 08:42:40 AM","null","Promotional price of 0.04599 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG Columbia Pooling Area","Agway Energy Services, LLC.","352416","GAS","Variable","Yes",".939 therm","No","1 Month(s)","No","null","03/04/2022 10:17:26 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG Columbia Pooling Area in Orlean","Agway Energy Services, LLC.","352415","GAS","Variable","Yes",".939 therm","No","1 Month(s)","No","null","03/04/2022 10:17:14 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG Dominion Pooling Area","Agway Energy Services, LLC.","352418","GAS","Variable","Yes",".939 therm","No","1 Month(s)","No","null","03/04/2022 10:17:58 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG Dominion Pooling Area","Noco Natural Gas, LLC.","352913","GAS","Variable","Yes",".523578 therm","No","1 Month(s)","No","null","03/14/2022 04:09:34 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG Tennessee Gas Pooling Area","Agway Energy Services, LLC.","352419","GAS","Variable","Yes",".939 therm","No","1 Month(s)","No","null","03/04/2022 10:18:12 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG Tennessee Gas Pooling Area","Noco Natural Gas, LLC.","352914","GAS","Variable","Yes",".540806 therm","No","1 Month(s)","No","null","03/14/2022 04:09:43 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Alpha Gas and Electric, LLC","351916","GAS","Fixed","Yes",".9 therm","No","24 Month(s)","No","null","02/22/2022 12:13:57 PM","null","Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Constellation NewEnergy - Gas Division, LLC","352586","GAS","Fixed","Yes",".659 therm","No","36 Month(s)","Yes","100","03/07/2022 08:29:07 AM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Energy Cooperative of New York","352818","GAS","Variable","Yes",".47529 therm","No","0 Month(s)","No","null","03/11/2022 12:02:31 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","352917","GAS","Fixed","Yes",".839 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:07:45 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Kiwi Energy NY, LLC.","351793","GAS","Variable","Yes","1.29 therm","No","36 Month(s)","No","null","02/20/2022 08:42:57 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","New York State Electric & Gas Corporation","352184","GAS","Variable","Yes",".47703 therm","No","0 ","No","null","03/02/2022 07:02:52 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Abest Green Power","352524","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/04/2022 02:29:21 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Agway Energy Services, LLC.","352427","ELECTRIC","Variable","Yes",".169 kWh","Yes","1 Month(s)","No","null","03/04/2022 10:21:20 AM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Agway Energy Services, LLC.","352430","ELECTRIC","Variable","Yes",".169 kWh","No","1 Month(s)","No","null","03/04/2022 10:22:18 AM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Alpha Gas and Electric, LLC","351921","ELECTRIC","Fixed","Yes",".1099 kWh","No","24 Month(s)","No","null","02/22/2022 12:19:36 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","American Power & Gas, LLC","351556","ELECTRIC","Fixed","Yes",".0825 kWh","Yes","12 Month(s)","Yes","$75 per account","02/17/2022 09:24:35 AM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Atlantic Energy, LLC","352120","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","03/01/2022 01:08:34 PM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Brown's Energy Services, LLC","352870","ELECTRIC","Fixed","Yes",".125 kWh","Yes","12 Month(s)","Yes","100","03/11/2022 02:57:26 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Brown's Energy Services, LLC","352871","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","03/11/2022 02:57:48 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353080","ELECTRIC","Fixed","Yes",".1092 kWh","Yes","12 Month(s)","No","null","03/15/2022 09:08:05 PM","null","Pricing for Zone B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353081","ELECTRIC","Fixed","Yes",".1024 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:08:17 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353082","ELECTRIC","Fixed","Yes",".1036 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:08:30 PM","null","Pricing for Zone B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353083","ELECTRIC","Fixed","Yes",".1003 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:08:41 PM","null","Pricing for Zone B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353124","ELECTRIC","Fixed","Yes",".1027 kWh","Yes","12 Month(s)","No","null","03/15/2022 09:18:40 PM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353125","ELECTRIC","Fixed","Yes",".0959 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:18:54 PM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353126","ELECTRIC","Fixed","Yes",".0971 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:19:11 PM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","353127","ELECTRIC","Fixed","Yes",".0938 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:19:23 PM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Clearview Energy","352544","ELECTRIC","Variable","Yes",".0839 kWh","Yes","1 Month(s)","No","null","03/04/2022 05:15:57 PM","null","GreenValueAssurance 6:
100% Green Product
Rate Type: Variable
Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion.
Cancellation Fee: 0
","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Constellation NewEnergy, Inc.","352567","ELECTRIC","Fixed","Yes",".1199 kWh","No","36 Month(s)","Yes","100","03/07/2022 08:09:00 AM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Direct Energy Services, LLC","352890","ELECTRIC","Variable","Yes",".0849 kWh","Yes","1 Month(s)","No","null","03/14/2022 02:15:34 AM","null","null","NO","1","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Eligo Energy NY, LLC","353152","ELECTRIC","Variable","Yes",".17 kWh","Yes","1 Month(s)","No","null","03/17/2022 11:00:04 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","352929","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:09:25 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","352930","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:09:34 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Green Mountain Energy Company","352802","ELECTRIC","Variable","Yes",".16 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:49:15 PM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Green Mountain Energy Company","352805","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:49:52 PM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Greenlight Energy Inc.","352216","ELECTRIC","Variable","Yes",".09 kWh","Yes","1 Month(s)","No","null","03/02/2022 01:49:35 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Greenlight Energy Inc.","352223","ELECTRIC","Fixed","Yes",".095 kWh","Yes","12 Month(s)","No","null","03/02/2022 01:50:55 PM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","IDT Energy, Inc.","352445","ELECTRIC","Variable","Yes",".1044 kWh","Yes","1 Month(s)","No","null","03/04/2022 10:49:38 AM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","351859","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","02/20/2022 08:53:23 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","351877","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","02/20/2022 08:56:17 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","351879","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","02/20/2022 08:56:29 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","351897","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","02/20/2022 09:00:23 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","353172","ELECTRIC","Fixed","Yes",".1029 kWh","Yes","12 Month(s)","No","null","03/17/2022 12:42:50 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","353174","ELECTRIC","Fixed","Yes",".0979 kWh","Yes","36 Month(s)","No","null","03/17/2022 12:44:34 PM","null","New York Green 36","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","353176","ELECTRIC","Fixed","Yes",".0989 kWh","Yes","24 Month(s)","No","null","03/17/2022 12:46:13 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","NRG Home, NRG Business and NRG Retail Solutions","352785","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:04:45 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","NRG Home, NRG Business and NRG Retail Solutions","352789","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:07:27 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","New Wave Energy Corp.","352407","ELECTRIC","Variable","Yes",".075 kWh","Yes","12 Month(s)","Yes","$99","03/04/2022 09:36:26 AM","null","Enroll online at https://nwecenroll.rep.energy/apps/ny-enrollment or by calling us at 1-855-998-WAVE.","NO","0.55","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Nordic Energy Services, LLC","351948","ELECTRIC","Variable","Yes",".06499 kWh","Yes","1 Month(s)","No","null","02/28/2022 08:40:36 AM","null","Promotional price of 0.06499 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353012","ELECTRIC","Fixed","Yes",".1092 kWh","Yes","12 Month(s)","No","null","03/15/2022 08:49:52 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353013","ELECTRIC","Fixed","Yes",".1024 kWh","Yes","18 Month(s)","No","null","03/15/2022 08:50:11 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353014","ELECTRIC","Fixed","Yes",".1036 kWh","Yes","24 Month(s)","No","null","03/15/2022 08:50:29 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353015","ELECTRIC","Fixed","Yes",".1003 kWh","Yes","30 Month(s)","No","null","03/15/2022 08:50:50 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353040","ELECTRIC","Fixed","Yes",".1027 kWh","Yes","12 Month(s)","No","null","03/15/2022 08:57:04 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353041","ELECTRIC","Fixed","Yes",".0959 kWh","Yes","18 Month(s)","No","null","03/15/2022 08:57:17 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353042","ELECTRIC","Fixed","Yes",".0971 kWh","Yes","24 Month(s)","No","null","03/15/2022 08:57:28 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","353043","ELECTRIC","Fixed","Yes",".0938 kWh","Yes","30 Month(s)","No","null","03/15/2022 08:57:38 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Polaris Power Services LLC","352781","ELECTRIC","Fixed","Yes",".0952 kWh","No","12 Month(s)","Yes","$75","03/09/2022 09:45:20 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Residents Energy, LLC","352458","ELECTRIC","Variable","Yes",".1044 kWh","Yes","1 Month(s)","No","null","03/04/2022 10:59:51 AM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Stream","352809","ELECTRIC","Variable","Yes",".044 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:57:26 PM","null","Stream Green 50 Plan","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","353194","ELECTRIC","Fixed","Yes",".0949 kWh","Yes","12 Month(s)","No","null","03/17/2022 01:08:21 PM","null","New York Green 12
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","353195","ELECTRIC","Fixed","Yes",".0909 kWh","Yes","24 Month(s)","No","null","03/17/2022 01:08:56 PM","null","New York Green 24
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","353196","ELECTRIC","Fixed","Yes",".0899 kWh","Yes","36 Month(s)","No","null","03/17/2022 01:09:16 PM","null","New York Green 36
","NO","1","Hydroelectric,Wind","YES","NO",
