UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"New York State Electric & Gas Corporation","NYSEG Dominion Pooling Area","Noco Natural Gas, LLC.","354812","GAS","Variable","Yes",".579636 therm","No","1 Month(s)","No","null","04/15/2022 11:16:33 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG Tennessee Gas Pooling Area","Agway Energy Services, LLC.","354425","GAS","Variable","Yes","1.039 therm","No","1 Month(s)","No","null","04/08/2022 01:56:55 PM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG Tennessee Gas Pooling Area","Noco Natural Gas, LLC.","354811","GAS","Variable","Yes",".585135 therm","No","1 Month(s)","No","null","04/15/2022 11:16:22 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Alpha Gas and Electric, LLC","354710","GAS","Fixed","Yes","1.1 therm","No","24 Month(s)","No","null","04/13/2022 04:48:06 PM","null","Residential customers only. Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Constellation NewEnergy - Gas Division, LLC","353534","GAS","Fixed","Yes",".669 therm","No","36 Month(s)","Yes","100","03/22/2022 06:03:54 PM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354735","GAS","Fixed","Yes",".839 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:08:48 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","Kiwi Energy NY, LLC.","353263","GAS","Variable","Yes",".849 therm","No","36 Month(s)","No","null","03/18/2022 10:48:08 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Gas Zones","New York State Electric & Gas Corporation","354225","GAS","Variable","Yes",".676862 therm","No","0 ","No","null","04/07/2022 08:07:48 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Abest Green Power","353902","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/30/2022 06:57:20 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Agway Energy Services, LLC.","354439","ELECTRIC","Variable","Yes",".139 kWh","No","1 Month(s)","No","null","04/08/2022 02:01:08 PM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Agway Energy Services, LLC.","354442","ELECTRIC","Variable","Yes",".139 kWh","Yes","1 Month(s)","No","null","04/08/2022 02:01:56 PM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Alpha Gas and Electric, LLC","353588","ELECTRIC","Fixed","Yes",".1399 kWh","No","24 Month(s)","No","null","03/24/2022 02:02:41 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","American Power & Gas, LLC","353611","ELECTRIC","Fixed","Yes",".1199 kWh","Yes","12 Month(s)","Yes","$75 per account","03/25/2022 04:08:54 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Atlantic Energy, LLC","354073","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","04/01/2022 11:51:52 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Brown's Energy Services, LLC","354604","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","04/12/2022 01:34:24 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Brown's Energy Services, LLC","354605","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","04/12/2022 01:34:25 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Brown's Energy Services, LLC","354606","ELECTRIC","Fixed","Yes",".125 kWh","Yes","12 Month(s)","Yes","100","04/12/2022 01:34:33 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354265","ELECTRIC","Fixed","Yes",".1184 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:42:28 AM","null","Pricing for Zone B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354266","ELECTRIC","Fixed","Yes",".1098 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:42:40 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354267","ELECTRIC","Fixed","Yes",".1094 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:42:53 AM","null","Pricing for Zone B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354268","ELECTRIC","Fixed","Yes",".1051 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:43:05 AM","null","Pricing for Zone B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354309","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:52:03 AM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354310","ELECTRIC","Fixed","Yes",".1033 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:52:13 AM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354311","ELECTRIC","Fixed","Yes",".1029 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:52:23 AM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","City Power & Gas, LLC","354312","ELECTRIC","Fixed","Yes",".0986 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:52:33 AM","null","Pricing for Zone B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Clearview Energy","354491","ELECTRIC","Variable","Yes",".0839 kWh","Yes","1 Month(s)","No","null","04/08/2022 04:25:25 PM","null","GreenValueAssurance 6:
100% Green Product
Rate Type: Variable
Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion.
Cancellation Fee: 0
","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Columbia Utilities Power, LLC","354879","ELECTRIC","Variable","Yes",".079 kWh","Yes","0 Month(s)","No","null","04/15/2022 03:05:00 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Constellation NewEnergy, Inc.","353526","ELECTRIC","Fixed","Yes",".1269 kWh","No","36 Month(s)","Yes","100","03/22/2022 06:01:32 PM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Direct Energy Services, LLC","354132","ELECTRIC","Variable","Yes",".0789 kWh","Yes","1 Month(s)","No","null","04/04/2022 01:41:24 AM","null","null","NO","1","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Eligo Energy NY, LLC","353152","ELECTRIC","Variable","Yes",".17 kWh","Yes","1 Month(s)","No","null","03/17/2022 11:00:04 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354737","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:09:12 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354738","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:09:19 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Green Mountain Energy Company","354623","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","04/13/2022 11:34:10 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Green Mountain Energy Company","354626","ELECTRIC","Variable","Yes",".16 kWh","Yes","1 Month(s)","No","null","04/13/2022 11:35:11 AM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Greenlight Energy Inc.","354038","ELECTRIC","Fixed","Yes",".095 kWh","Yes","12 Month(s)","No","null","04/01/2022 11:18:01 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Greenlight Energy Inc.","354045","ELECTRIC","Variable","Yes",".09 kWh","Yes","1 Month(s)","No","null","04/01/2022 11:19:55 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","IDT Energy, Inc.","354167","ELECTRIC","Variable","Yes",".1037 kWh","Yes","1 Month(s)","No","null","04/05/2022 08:51:42 AM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Inspire Energy Holdings, LLC","353539","ELECTRIC","Fixed","Yes",".0999 kWh","Yes","6 Month(s)","No","null","03/22/2022 10:11:27 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","353208","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:15:59 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","353218","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","03/18/2022 10:27:59 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","353219","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:28:11 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","353228","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","03/18/2022 10:30:21 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","354663","ELECTRIC","Fixed","Yes",".1149 kWh","Yes","12 Month(s)","No","null","04/13/2022 02:59:48 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","354665","ELECTRIC","Fixed","Yes",".1099 kWh","Yes","24 Month(s)","No","null","04/13/2022 03:01:02 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","354667","ELECTRIC","Fixed","Yes",".1089 kWh","Yes","36 Month(s)","No","null","04/13/2022 03:02:12 PM","null","New York Green 36","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","NRG Home, NRG Business and NRG Retail Solutions","354639","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","04/13/2022 01:09:26 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","NRG Home, NRG Business and NRG Retail Solutions","354644","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","04/13/2022 01:10:28 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","New Wave Energy Corp.","353205","ELECTRIC","Variable","Yes",".075 kWh","Yes","12 Month(s)","Yes","$99","03/18/2022 09:49:05 AM","null","Enroll online at https://nwecenroll.rep.energy/apps/ny-enrollment or by calling us at 1-855-998-WAVE.","NO","0.55","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Nordic Energy Services, LLC","354510","ELECTRIC","Variable","Yes",".06499 kWh","Yes","1 Month(s)","No","null","04/11/2022 09:27:35 AM","null","Promotional price of 0.06499 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354344","ELECTRIC","Fixed","Yes",".1184 kWh","Yes","12 Month(s)","No","null","04/07/2022 10:00:21 AM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354345","ELECTRIC","Fixed","Yes",".1098 kWh","Yes","18 Month(s)","No","null","04/07/2022 10:00:32 AM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354346","ELECTRIC","Fixed","Yes",".1094 kWh","Yes","24 Month(s)","No","null","04/07/2022 10:00:44 AM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354347","ELECTRIC","Fixed","Yes",".1051 kWh","Yes","30 Month(s)","No","null","04/07/2022 10:00:54 AM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354372","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","12 Month(s)","No","null","04/07/2022 10:06:35 AM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354373","ELECTRIC","Fixed","Yes",".1033 kWh","Yes","18 Month(s)","No","null","04/07/2022 10:06:46 AM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354374","ELECTRIC","Fixed","Yes",".1029 kWh","Yes","24 Month(s)","No","null","04/07/2022 10:06:58 AM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","354375","ELECTRIC","Fixed","Yes",".0986 kWh","Yes","30 Month(s)","No","null","04/07/2022 10:07:13 AM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Polaris Power Services LLC","354760","ELECTRIC","Fixed","Yes",".115 kWh","No","12 Month(s)","Yes","$75","04/14/2022 11:01:44 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Residents Energy, LLC","354171","ELECTRIC","Variable","Yes",".1037 kWh","Yes","1 Month(s)","No","null","04/05/2022 09:00:31 AM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Stream","354647","ELECTRIC","Variable","Yes",".044 kWh","Yes","1 Month(s)","No","null","04/13/2022 01:12:40 PM","null","Stream Green 50 Plan","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","SunSea Energy LLC","353940","ELECTRIC","Variable","Yes",".1649 kWh","Yes","1 Month(s)","No","null","03/31/2022 05:23:12 PM","null","SunSea Offers 100% Renewable Energy Products.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","354694","ELECTRIC","Fixed","Yes",".1069 kWh","Yes","12 Month(s)","No","null","04/13/2022 03:30:53 PM","null","New York Green 12
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","354696","ELECTRIC","Fixed","Yes",".0989 kWh","Yes","24 Month(s)","No","null","04/13/2022 03:32:45 PM","null","New York Green 24
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","354698","ELECTRIC","Fixed","Yes",".0969 kWh","Yes","36 Month(s)","No","null","04/13/2022 03:35:35 PM","null","New York Green 36
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","XOOM Energy New York, LLC","354122","ELECTRIC","Variable","Yes",".1199 kWh","Yes","1 Month(s)","No","null","04/01/2022 02:07:56 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","XOOM Energy New York, LLC","354123","ELECTRIC","Fixed","Yes",".0999 kWh","Yes","24 Month(s)","No","null","04/01/2022 02:08:17 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Ambit New York, LLC","354598","ELECTRIC","Variable","Yes",".0857 kWh","No","1 Month(s)","No","null","04/12/2022 11:12:34 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","American Power & Gas, LLC","354793","ELECTRIC","Variable","Yes",".0749 kWh","Yes","48 Month(s)","No","null","04/15/2022 07:35:37 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354257","ELECTRIC","Fixed","Yes",".1136 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:40:01 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354258","ELECTRIC","Fixed","Yes",".1068 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:40:15 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354259","ELECTRIC","Fixed","Yes",".1046 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:40:32 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354260","ELECTRIC","Fixed","Yes",".1011 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:40:44 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354301","ELECTRIC","Fixed","Yes",".1071 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:50:22 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354302","ELECTRIC","Fixed","Yes",".1003 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:50:34 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354303","ELECTRIC","Fixed","Yes",".0981 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:50:46 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","354304","ELECTRIC","Fixed","Yes",".0946 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:50:58 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Clean Choice Energy, Inc.","353965","ELECTRIC","Fixed","Yes",".116 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:28:23 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Energy Cooperative of New York","354091","ELECTRIC","Variable","Yes",".089226 kWh","No","0 Month(s)","No","null","04/01/2022 12:02:47 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Great American Gas & Electric, LLC","354148","ELECTRIC","Fixed","Yes",".10198 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:10:34 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Just Energy","353705","ELECTRIC","Fixed","Yes",".0879 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:03:43 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Just Energy","353706","ELECTRIC","Fixed","Yes",".0859 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:04:18 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Marathon Energy","354554","ELECTRIC","Fixed","Yes",".1207 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:38:38 PM","null","$0.1207 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
