UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED,
"New York State Electric & Gas Corporation","NYSEG in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","349858","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:09:39 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Green Mountain Energy Company","351157","ELECTRIC","Variable","Yes",".16 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:30:59 AM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Green Mountain Energy Company","351164","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:36:52 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Greenlight Energy Inc.","350510","ELECTRIC","Fixed","Yes",".095 kWh","Yes","12 Month(s)","Yes","Up to $100","02/01/2022 11:07:49 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Greenlight Energy Inc.","350511","ELECTRIC","Variable","Yes",".089 kWh","Yes","1 Month(s)","No","null","02/01/2022 11:09:52 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","IDT Energy, Inc.","350844","ELECTRIC","Variable","Yes",".0978 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:09:22 PM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Inspire Energy Holdings, LLC","349206","ELECTRIC","Variable","Yes",".0999 kWh","Yes","1 Month(s)","No","null","01/11/2022 12:59:13 PM","null","Monthly Evergreen Plan - A Month-to-Month per kWh price for access to renewable energy with a 12-Month Introductory Price.
","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","349788","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","01/15/2022 08:59:23 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","349801","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","01/15/2022 09:10:24 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","349803","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","01/15/2022 09:10:41 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Kiwi Energy NY, LLC.","349819","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","01/15/2022 09:13:16 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","351105","ELECTRIC","Fixed","Yes",".0979 kWh","Yes","12 Month(s)","No","null","02/08/2022 12:00:23 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","351106","ELECTRIC","Fixed","Yes",".0939 kWh","Yes","24 Month(s)","No","null","02/08/2022 12:00:37 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Major Energy Electric Services, LLC","351107","ELECTRIC","Fixed","Yes",".0929 kWh","Yes","36 Month(s)","No","null","02/08/2022 12:01:01 PM","null","New York Green 36","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","NRG Home, NRG Business and NRG Retail Solutions","351177","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","02/09/2022 12:36:30 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","NRG Home, NRG Business and NRG Retail Solutions","351181","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","02/09/2022 12:36:57 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","New Wave Energy Corp.","350335","ELECTRIC","Variable","Yes",".075 kWh","Yes","12 Month(s)","Yes","$99","01/27/2022 03:01:00 PM","null","Enroll online at https://nwecenroll.rep.energy/apps/ny-enrollment or by calling us at 1-855-998-WAVE.","NO","0.55","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Nordic Energy Services, LLC","349893","ELECTRIC","Variable","Yes",".04599 kWh","Yes","1 Month(s)","No","null","01/18/2022 03:29:27 PM","null","Promotional price of 0.04599 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351297","ELECTRIC","Fixed","Yes",".1001 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:44:55 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351298","ELECTRIC","Fixed","Yes",".0982 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:45:07 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351299","ELECTRIC","Fixed","Yes",".0968 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:45:23 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351300","ELECTRIC","Fixed","Yes",".0955 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:45:35 PM","null","Pricing for Zones B, C, D, E, G and I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351325","ELECTRIC","Fixed","Yes",".0936 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:50:20 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351326","ELECTRIC","Fixed","Yes",".0917 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:50:43 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351327","ELECTRIC","Fixed","Yes",".0903 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:50:55 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Pay Less Energy, LLC","351328","ELECTRIC","Fixed","Yes",".089 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:51:06 PM","null","Pricing for Zones B, C, D, E, G and I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Polaris Power Services LLC","351138","ELECTRIC","Fixed","Yes",".0951 kWh","No","12 Month(s)","Yes","$75","02/09/2022 09:42:24 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Residents Energy, LLC","350853","ELECTRIC","Variable","Yes",".0978 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:16:28 PM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Stream","351333","ELECTRIC","Variable","Yes",".044 kWh","Yes","1 Month(s)","No","null","02/09/2022 04:10:21 PM","null","Stream Green 50 Plan","NO","0.5","Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","351120","ELECTRIC","Fixed","Yes",".0899 kWh","Yes","12 Month(s)","No","null","02/08/2022 12:05:35 PM","null","New York Green 12
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","351121","ELECTRIC","Fixed","Yes",".0869 kWh","Yes","24 Month(s)","No","null","02/08/2022 12:05:53 PM","null","New York Green 24
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","Verde Energy USA New York LLC","351122","ELECTRIC","Fixed","Yes",".0859 kWh","Yes","36 Month(s)","No","null","02/08/2022 12:06:09 PM","null","New York Green 36
","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","XOOM Energy New York, LLC","350587","ELECTRIC","Variable","Yes",".1199 kWh","Yes","1 Month(s)","No","null","02/01/2022 04:02:27 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in All Zones","XOOM Energy New York, LLC","350588","ELECTRIC","Fixed","Yes",".0899 kWh","Yes","24 Month(s)","No","null","02/01/2022 04:02:44 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Ambit New York, LLC","351082","ELECTRIC","Variable","Yes",".0665 kWh","No","1 Month(s)","No","null","02/08/2022 11:03:41 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","American Power & Gas, LLC","350785","ELECTRIC","Variable","Yes",".0699 kWh","Yes","48 Month(s)","No","null","02/03/2022 09:52:10 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351208","ELECTRIC","Fixed","Yes",".097 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:11:57 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351209","ELECTRIC","Fixed","Yes",".095 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:12:11 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351210","ELECTRIC","Fixed","Yes",".0935 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:12:24 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351211","ELECTRIC","Fixed","Yes",".0922 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:12:37 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351252","ELECTRIC","Fixed","Yes",".0905 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:22:38 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351253","ELECTRIC","Fixed","Yes",".0885 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:22:56 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351254","ELECTRIC","Fixed","Yes",".087 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:23:09 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","City Power & Gas, LLC","351255","ELECTRIC","Fixed","Yes",".0857 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:23:24 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","CleanChoice Energy","350752","ELECTRIC","Fixed","Yes",".112 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:30:39 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Energy Cooperative of New York","350556","ELECTRIC","Variable","Yes",".068736 kWh","No","0 Month(s)","No","null","02/01/2022 01:12:33 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Energy Cooperative of New York","350561","ELECTRIC","Variable","Yes",".078736 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:15:51 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Great American Gas & Electric, LLC","351012","ELECTRIC","Fixed","Yes",".08631 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:26:36 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Just Energy","351036","ELECTRIC","Fixed","Yes",".0719 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:07:46 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Just Energy","351052","ELECTRIC","Fixed","Yes",".0739 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:16:10 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Marathon Energy","350967","ELECTRIC","Fixed","Yes",".0975 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:54:05 AM","null","$0.0975 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Marathon Energy","350968","ELECTRIC","Fixed","Yes",".0974 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:54:33 AM","null","$0.0974 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Marathon Energy","350969","ELECTRIC","Fixed","Yes",".0922 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:55:05 AM","null","$0.0922 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","New York Gas & Electric","350448","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","02/01/2022 03:43:25 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in Zone A","New York State Electric & Gas Corporation","350470","ELECTRIC","Variable","Yes",".06909724 kWh","No","0 ","No","null","02/01/2022 08:46:46 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Noco Electric, LLC.","349543","ELECTRIC","Variable","Yes",".057604 kWh","No","1 Month(s)","No","null","01/13/2022 03:16:42 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351289","ELECTRIC","Fixed","Yes",".097 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:43:22 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351290","ELECTRIC","Fixed","Yes",".095 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:43:33 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351291","ELECTRIC","Fixed","Yes",".0935 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:43:44 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351292","ELECTRIC","Fixed","Yes",".0922 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:43:55 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351317","ELECTRIC","Fixed","Yes",".0905 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:48:59 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351318","ELECTRIC","Fixed","Yes",".0885 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:49:09 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351319","ELECTRIC","Fixed","Yes",".087 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:49:19 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","351320","ELECTRIC","Fixed","Yes",".0857 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:49:29 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Smart Energy Holdings, LLC","350832","ELECTRIC","Fixed","Yes",".101 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:04:35 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Source Power Company","350393","ELECTRIC","Variable","Yes",".0845 kWh","No","1 Month(s)","No","null","01/31/2022 12:11:07 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone B","Ambit New York, LLC","351077","ELECTRIC","Variable","Yes",".0665 kWh","No","1 Month(s)","No","null","02/08/2022 11:02:32 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone B","Energy Cooperative of New York","350552","ELECTRIC","Variable","Yes",".068736 kWh","No","0 Month(s)","No","null","02/01/2022 01:10:25 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone B","Energy Cooperative of New York","350562","ELECTRIC","Variable","Yes",".078736 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:16:22 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone B","Smart Energy Holdings, LLC","350831","ELECTRIC","Fixed","Yes",".097 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:04:27 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Ambit New York, LLC","351084","ELECTRIC","Variable","Yes",".0665 kWh","No","1 Month(s)","No","null","02/08/2022 11:04:24 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","American Power & Gas, LLC","350787","ELECTRIC","Variable","Yes",".0699 kWh","Yes","48 Month(s)","No","null","02/03/2022 09:53:02 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","CleanChoice Energy","350757","ELECTRIC","Fixed","Yes",".109 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:34:01 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Energy Cooperative of New York","350553","ELECTRIC","Variable","Yes",".068736 kWh","No","0 Month(s)","No","null","02/01/2022 01:10:53 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Energy Cooperative of New York","350563","ELECTRIC","Variable","Yes",".078736 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:16:56 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Just Energy","351051","ELECTRIC","Fixed","Yes",".0699 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:15:41 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Just Energy","351053","ELECTRIC","Fixed","Yes",".0679 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:16:43 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Marathon Energy","350970","ELECTRIC","Fixed","Yes",".0952 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:56:17 AM","null","$0.0952 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Marathon Energy","350971","ELECTRIC","Fixed","Yes",".0945 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:56:43 AM","null","$0.0945 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Marathon Energy","350972","ELECTRIC","Fixed","Yes",".0892 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:57:10 AM","null","$0.0892 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","New York State Electric & Gas Corporation","350469","ELECTRIC","Variable","Yes",".06909724 kWh","No","0 ","No","null","02/01/2022 08:46:16 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Noco Electric, LLC.","349546","ELECTRIC","Variable","Yes",".058108 kWh","No","1 Month(s)","No","null","01/13/2022 03:17:43 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Smart Energy Holdings, LLC","350830","ELECTRIC","Fixed","Yes",".098 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:04:19 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Source Power Company","350367","ELECTRIC","Variable","Yes",".09 kWh","No","1 Month(s)","No","null","01/31/2022 12:03:55 PM","null","null","YES","0","null","YES","NO",
